Name,id,Start-End,Games,FGm,FGa,FG3m,FG3a,mins,FTm,FTa,Reb,Ast,Stl,Blk,Tov,PF,Pts,FG%,FT%,FG3%,MVPs,All-Stars
John Havlicek,76970,1962-78,1270,10513,23930,0,0,46471,5369,6589,8007,6114,476,117,204,3281,26395,0.439323025,0.81484292,0,0,13
Dwyane Wade,2548,2003-19,1121,8753,18299,581,1985,37313,5843,7652,5185,5929,1681,932,3466,2452,23930,0.478332149,0.763591218,0.292695214,0,13
Larry Bird,1449,1979-92,897,8591,17334,649,1727,34443,3960,4471,8974,5695,1556,755,2816,2279,21791,0.495615553,0.885707895,0.375796178,3,12
Elvin Hayes,76979,1968-84,1303,10976,24272,5,34,50000,5356,7999,16279,2398,864,1771,1358,4193,27313,0.452208306,0.669583698,0.147058824,0,12
Magic Johnson,77142,1979-96,906,6211,11951,325,1074,33245,4960,5850,6559,10141,1724,374,3506,2050,17707,0.519705464,0.847863248,0.302607076,3,12
Moses Malone,77449,1976-95,1411,9824,20035,8,80,47577,8836,11530,17284,1885,1156,1914,3804,3351,28492,0.490341902,0.766348656,0.1,3,12
Hakeem Olajuwon,165,1984-02,1238,10749,20991,25,124,44216,5423,7621,13748,3058,2162,3830,3667,4383,26946,0.512076604,0.711586406,0.201612903,1,12
Chris Paul,101108,2005-24,1272,7898,16769,1720,4658,43317,4772,5487,5682,11894,2614,200,2964,3034,22288,0.470988133,0.869691999,0.369257192,0,12
Oscar Robertson,600015,1960-74,1040,9508,19620,0,0,43886,7694,9185,7804,9887,77,4,0,2931,26710,0.484607543,0.837670114,0,1,12
Bill Russell,78049,1956-69,963,5687,12930,0,0,40726,3148,5614,21620,4100,0,0,0,2592,14522,0.439829853,0.560741005,0,5,12
Dolph Schayes,78076,1949-64,996,5863,15427,0,0,29800,6712,7904,11256,3072,0,0,0,3432,18438,0.380047968,0.849190283,0,0,12
Isiah Thomas,78318,1981-94,979,7194,15904,398,1373,35516,4036,5316,3478,9061,1861,249,3682,2971,18822,0.452339034,0.759217457,0.289876184,0,12
Charles Barkley,787,1984-00,1073,8435,15605,538,2020,39331,6349,8643,12546,4215,1648,888,3376,3287,23757,0.540531881,0.734582899,0.266336634,1,11
Elgin Baylor,76127,1958-72,846,8693,20171,0,0,33863,5763,7391,11463,3650,0,0,0,2596,23149,0.430965247,0.779732107,0,0,11
Chris Bosh,2547,2003-16,893,6209,12581,305,910,31936,4466,5591,7592,1795,730,932,1807,2159,17189,0.493521978,0.79878376,0.335164835,0,11
Julius Erving,76681,1976-87,836,7237,14276,46,176,28677,3844,4950,5601,3224,1508,1293,2323,2286,18364,0.506934716,0.776565657,0.261363636,1,11
Patrick Ewing,121,1985-02,1183,9702,19241,19,125,40594,5392,7289,11607,2215,1136,2894,3537,4034,24815,0.504235747,0.739744821,0.152,0,11
Patrick Ewing,201607,2010-11,7,0,5,0,2,19,3,4,2,2,0,1,1,1,3,0,0.75,0,0,11
Allen Iverson,947,1996-10,1064,9532,22369,1158,3704,43295,7235,9256,3839,6488,2213,185,3740,2006,27457,0.426125441,0.781655143,0.312634989,1,11
Bob Pettit,77847,1954-65,792,7349,16872,0,0,30690,6182,8119,12849,2369,0,0,0,2529,20880,0.435573732,0.761423821,0,2,11
Ray Allen,951,1996-14,1376,9165,20318,3174,7962,49230,4714,5265,5653,4695,1554,258,2907,3078,26218,0.451077862,0.895346629,0.398643557,0,10
Carmelo Anthony,2546,2003-22,1337,10803,24146,1826,5124,46264,6827,8369,8371,3643,1291,690,3258,3767,30259,0.447403297,0.815748596,0.356362217,0,10
Paul Arizin,76056,1950-62,713,5628,13354,0,0,24897,5010,6189,6129,1665,0,0,0,2764,16266,0.421446758,0.809500727,0,0,10
Stephen Curry,201939,2009-24,956,8084,17098,3747,8805,32725,3753,4125,4509,6119,1473,235,2987,2215,23668,0.472803837,0.909818182,0.425553663,2,10
Clyde Drexler,17,1983-98,1162,8906,18911,974,3011,40266,5062,6404,7157,6487,2343,764,3163,3491,23848,0.470942838,0.790443473,0.323480571,0,10
Hal Greer,76882,1958-73,1122,8504,18811,0,0,39788,4578,5717,5665,4540,0,0,0,3855,21586,0.452075913,0.800769634,0,0,10
James Harden,201935,2009-24,1181,8392,19041,3209,8864,41251,8407,9759,6865,8771,1732,669,4380,2947,28400,0.440733155,0.861461215,0.362026173,1,10
Jason Kidd,467,1994-13,1526,6737,16879,2168,6178,54989,3350,4284,9574,13393,2944,496,4411,2851,18992,0.39913502,0.781979458,0.350922629,0,10
Paul Pierce,1718,1998-17,1343,8668,19465,2143,5816,45884,6918,8578,7527,4708,1752,745,3532,3643,26397,0.445312099,0.806481697,0.3684663,0,10
David Robinson,764,1989-03,987,7365,14221,25,100,34269,6035,8201,10497,2441,1388,2954,2417,2835,20790,0.517896069,0.735885868,0.25,1,10
John Stockton,304,1984-03,1504,7039,13658,845,2202,47762,4788,5796,4051,15806,3265,315,4244,3942,19711,0.515375604,0.826086957,0.383742053,0,10
Anthony Davis,203076,2012-24,736,6630,12679,340,1145,25410,4117,5177,7825,1828,974,1705,1460,1742,17717,0.522911902,0.795248213,0.296943231,0,9
Paul George,202331,2010-24,867,6155,13983,2253,5859,29182,3469,4063,5465,3191,1464,381,2317,2317,18032,0.440177358,0.853802609,0.38453661,0,9
George Gervin,76804,1976-86,791,8045,15747,77,259,26536,4541,5383,3607,2214,941,670,2137,2331,20708,0.510890963,0.843581646,0.297297297,0,9
Robert Parish,305,1976-97,1611,9614,17914,0,6,45704,4106,5694,14715,2180,1219,2361,3183,4443,23334,0.536675226,0.72110994,0,0,9
Gary Payton,56,1990-07,1415,9373,20164,1186,3752,50328,3515,4832,5603,9629,2578,305,3217,3398,23447,0.464838326,0.727442053,0.316098081,0,9
Russell Westbrook,201566,2008-24,1235,9487,21650,1362,4472,41206,6034,7826,8730,10019,1925,402,4842,3131,26370,0.438198614,0.771019678,0.304561717,1,9
Lenny Wilkens,78530,1960-75,1077,6189,14327,0,0,38064,5394,6973,5030,7211,174,26,0,3285,17772,0.431981573,0.773555141,0,0,9
Dominique Wilkins,1122,1982-99,1148,10661,23177,796,2526,40750,6473,7960,7650,2846,1470,672,2841,2187,28591,0.459981879,0.813190955,0.315122724,0,9
Giannis Antetokounmpo,203507,2013-24,792,6732,12349,528,1845,25945,4510,6427,7732,3855,903,986,2380,2376,18502,0.545145356,0.701727089,0.286178862,2,8
Rick Barry,600013,1965-80,794,7252,16163,73,221,28825,3818,4243,5168,4017,1104,269,574,2264,18395,0.448679082,0.899835022,0.330316742,0,8
Vince Carter,1713,1998-20,1691,10378,23771,2533,6802,51250,5347,6715,7282,5187,1706,956,2848,4431,28636,0.43658239,0.796276992,0.372390473,0,8
Dave Cowens,76462,1970-83,766,5744,12499,1,14,29565,2027,2590,10444,2910,599,488,543,2920,13516,0.459556765,0.782625483,0.071428571,1,8
Dave DeBusschere,76545,1962-74,951,6228,14389,0,0,34145,2838,4058,10506,2688,67,39,0,3091,15294,0.432830635,0.69935929,0,0,8
Alex English,76673,1976-91,1271,11212,22149,20,89,40464,4487,5407,7143,4575,1140,895,3035,3233,26931,0.506207955,0.829850194,0.224719101,0,8
Larry Foust,76744,1950-62,817,3814,9414,0,0,21890,3570,4816,8041,1368,0,0,0,2909,11198,0.405141279,0.74127907,0,0,8
Dwight Howard,2730,2004-22,1242,7051,12016,22,103,39458,5361,9455,14627,1676,1081,2228,3302,3912,19485,0.586800932,0.567001586,0.213592233,0,8
Kyrie Irving,202681,2011-24,789,6934,14571,1920,4900,27317,3034,3419,3237,4465,1022,359,1959,1834,18822,0.475876741,0.887393975,0.391836735,0,8
Bob Lanier,600005,1970-84,1022,8227,15959,3,19,34234,4001,5212,10250,3191,851,1189,1274,3248,20458,0.515508491,0.767651573,0.157894737,0,8
Damian Lillard,203081,2012-24,842,6822,15576,2607,7032,30519,4900,5460,3573,5659,804,257,2379,1611,21151,0.43798151,0.897435897,0.370733788,0,8
Dikembe Mutombo,87,1991-09,1271,4438,8601,0,2,39391,3602,5251,13374,1316,523,3492,2317,3587,12478,0.515986513,0.685964578,0,0,8
Steve Nash,959,1996-14,1217,6321,12892,1685,3939,38074,3060,3384,3642,10335,899,102,3478,1982,17387,0.490304065,0.904255319,0.427773547,2,8
Bill Sharman,78126,1950-61,711,4761,11168,0,0,21793,3143,3559,2779,2101,0,0,0,1925,12665,0.426307307,0.883113234,0,0,8
Yao Ming,2397,2002-11,486,3380,6445,2,10,15819,2485,2984,4494,769,189,920,1311,1596,9247,0.524437548,0.832774799,0.2,0,8
LaMarcus Aldridge,200746,2006-22,1102,8451,17168,258,790,36917,3750,4610,8854,2125,769,1216,1670,2645,20910,0.492253029,0.813449024,0.326582278,0,7
Dave Bing,76166,1966-78,901,6962,15769,0,0,32769,4403,5683,3420,5397,483,89,216,2615,18327,0.441499144,0.774766848,0,0,7
Joel Embiid,203954,2016-24,433,3977,7897,509,1491,13832,3608,4369,4832,1573,397,720,1485,1327,12071,0.503608965,0.825818265,0.341381623,1,7
Walt Frazier,76750,1967-80,825,6130,12516,0,1,30965,3321,4226,4830,5040,681,63,139,2180,15581,0.48977309,0.785849503,0,0,7
Harry Gallatin,76773,1948-58,682,2810,7057,0,0,15813,3223,4167,6684,1208,0,0,0,2086,8843,0.398186198,0.773458123,0,0,7
Grant Hill,255,1994-13,1026,6345,13126,219,697,34775,4228,5498,6169,4252,1248,576,2459,2377,17137,0.483391742,0.769006912,0.31420373,0,7
Joe Johnson,2207,2001-22,1490,8597,19523,2176,5919,50058,2982,3708,5780,5581,1209,291,2730,2579,22352,0.440352405,0.80420712,0.367629667,0,7
Jerry Lucas,77418,1963-74,896,6114,12240,0,0,34551,2835,3620,13893,2903,28,24,0,2555,15063,0.499509804,0.783149171,0,0,7
Ed Macauley,77429,1949-59,641,3742,8589,0,0,18071,3750,4929,4325,2079,0,0,0,1667,11234,0.435673536,0.760803408,0,0,7
Slater Martin,77480,1949-60,745,2632,7224,0,0,21889,2073,2720,2302,3160,0,0,0,2238,7337,0.364341085,0.762132353,0,0,7
Tracy McGrady,1503,1997-12,968,6800,15648,1097,3262,31330,3929,5265,5370,4260,1151,821,2073,1701,18626,0.434560327,0.746248813,0.33629675,0,7
Dick McGuire,77537,1949-60,738,2048,5259,0,0,17170,1825,2836,2784,4205,0,0,0,1695,5921,0.389427648,0.643511989,0,0,7
Kevin McHale,1450,1980-93,971,6830,12334,41,157,30118,3634,4554,7122,1670,344,1690,1893,2758,17335,0.553753851,0.797979798,0.261146497,0,7
Alonzo Mourning,297,1992-08,875,5216,9913,22,89,26681,4139,6003,7335,964,422,2430,2266,2892,14593,0.526177746,0.689488589,0.247191011,0,7
Scottie Pippen,937,1987-04,1178,7420,15700,978,3002,41068,3122,4437,7494,6135,2307,947,3257,3329,18940,0.472611465,0.703628578,0.325782811,0,7
Willis Reed,77929,1964-74,650,4859,10202,0,0,23073,2465,3298,8414,1186,12,21,0,2411,12183,0.476279161,0.74742268,0,1,7
Jack Sikma,78149,1977-91,1107,6396,13792,203,618,36943,4292,5053,10816,3488,1162,1048,2586,3879,17287,0.4637471,0.849396398,0.328478964,0,7
Nate Thurmond,600001,1963-77,1042,5663,13442,0,0,37274,3457,5212,14879,2669,147,651,0,2784,14783,0.421291474,0.663277053,0,0,7
Chet Walker,78435,1962-75,1032,6876,14628,0,0,33433,5079,6384,7314,2126,117,10,0,2727,18831,0.470057424,0.795582707,0,0,7
James Worthy,1460,1982-94,926,6878,13204,117,486,30001,2447,3184,4708,2791,1041,624,1859,1975,16320,0.520902757,0.768530151,0.240740741,0,7
Nate Archibald,76054,1970-84,876,5899,12628,19,85,31159,4664,5760,2046,6476,719,81,1123,2002,16481,0.467136522,0.809722222,0.223529412,0,6
Jimmy Butler,202710,2011-24,879,5264,11216,719,2173,29229,4902,5806,4693,3737,1446,400,1420,1255,16149,0.469329529,0.844299001,0.330878969,0,6
Larry Costello,76454,1954-68,706,3095,7068,0,0,21198,2432,2891,2705,3215,0,0,0,2326,8622,0.437889078,0.841231408,0,0,6
Adrian Dantley,76504,1976-91,1107,9217,17203,7,42,39506,7833,9599,6392,3254,1105,187,2894,2969,26274,0.535778643,0.816022502,0.166666667,0,6
Walter Davis,1453,1977-92,1104,8521,16733,168,613,30342,3235,3793,3234,4003,1360,136,2629,2604,20445,0.509233252,0.852886897,0.27406199,0,6
DeMar DeRozan,201942,2009-24,1110,8440,18007,531,1791,38461,6171,7337,4910,4527,1108,361,2274,2509,23582,0.468706614,0.84107946,0.296482412,0,6
Joe Dumars,247,1985-99,1018,5994,13026,990,2592,35141,3424,4061,2203,4612,902,83,2084,1826,16402,0.46015661,0.843142083,0.381944444,0,6
Pau Gasol,2200,2001-19,1322,8497,16713,189,515,43713,5075,6713,11995,4188,641,2054,2778,2800,22258,0.50840663,0.755995829,0.366990291,0,6
Artis Gilmore,600014,1976-88,980,5831,9751,1,13,30578,4181,5896,9372,1798,485,1777,2414,3134,15844,0.59798995,0.70912483,0.076923077,0,6
Blake Griffin,201933,2010-23,869,6029,12395,719,2166,27541,3483,4955,6762,3529,698,392,1959,2308,16260,0.486405809,0.702926337,0.331948292,0,6
Richie Guerin,76902,1956-70,848,5174,12451,0,0,27449,4328,5549,4278,4211,0,0,0,2769,14676,0.415548952,0.779960353,0,0,6
Tom Heinsohn,76988,1956-65,654,4773,11787,0,0,19254,2648,3353,5749,1318,0,0,0,2454,12194,0.404937643,0.789740531,0,0,6
Bailey Howell,77070,1959-71,950,6515,13585,0,0,30627,4740,6224,9383,1853,0,0,0,3498,17770,0.479573059,0.761568123,0,0,6
Lou Hudson,77074,1966-79,890,7392,15129,0,0,29794,3156,3960,3926,2432,516,98,249,2439,17940,0.488598057,0.796969697,0,0,6
Neil Johnston,77169,1951-59,516,3303,7435,0,0,18298,3417,4447,5856,1269,0,0,0,1681,10023,0.444250168,0.76838318,0,0,6
Shawn Kemp,431,1989-03,1051,5505,11278,33,119,29297,4304,5805,8834,1704,1185,1279,2766,3826,15347,0.488118461,0.741429802,0.277310924,0,6
Kawhi Leonard,202695,2011-24,696,5042,10113,1109,2837,22103,2744,3185,4443,2120,1196,454,1140,1169,13937,0.498566202,0.861538462,0.390905886,0,6
Kyle Lowry,200768,2006-24,1275,5561,13094,2299,6257,39391,3868,4746,5277,7531,1594,378,2809,3391,17289,0.424698335,0.815002107,0.36742848,0,6
Vern Mikkelsen,77593,1949-59,699,3547,8812,0,0,18443,2969,3874,5940,1515,0,0,0,2812,10063,0.402519292,0.766391327,0,0,6
Jermaine O'Neal,979,1996-14,1079,5509,11795,14,96,29392,3182,4430,7694,1491,499,1956,2016,3107,14214,0.467062315,0.718284424,0.145833333,0,6
Tony Parker,2225,2001-19,1254,7777,15830,519,1603,38279,3400,4525,3396,7036,1053,98,2865,2059,19473,0.491282375,0.751381215,0.323767935,0,6
Mitch Richmond,782,1988-02,976,7305,16038,1326,3417,34301,4561,5365,3801,3398,1211,254,2579,2503,20497,0.455480733,0.850139795,0.388059701,0,6
Amar'e Stoudemire,2405,2002-16,905,6184,11499,30,131,27497,4276,5630,6961,1095,665,1092,2031,2846,16674,0.537785894,0.759502664,0.229007634,0,6
Jack Twyman,78388,1955-66,823,6237,13873,0,0,26147,3366,4325,5424,1861,0,0,0,2782,15840,0.449578318,0.778265896,0,0,6
George Yardley,78628,1953-60,472,3193,7572,0,0,15767,2677,3434,4220,815,0,0,0,1426,9063,0.421685156,0.779557368,0,0,6
Chauncey Billups,1497,1997-14,1274,5767,13936,2245,5810,40322,5524,6172,3611,6843,1322,204,2666,2648,19303,0.413820321,0.895009721,0.386402754,0,5
Carl Braun,76243,1947-62,788,3912,10211,0,0,18409,2801,3484,2122,2892,0,0,0,2164,10625,0.383116247,0.803960964,0,0,5
Brad Daugherty,921,1986-94,548,3823,7189,2,14,20029,2741,3670,5227,2028,422,397,1511,1466,10389,0.531784671,0.746866485,0.142857143,0,5
Wayne Embry,76668,1958-69,831,3993,9067,0,0,21763,2394,3741,7544,1194,0,0,0,2838,10380,0.440388221,0.639935846,0,0,5
Tom Gola,76828,1955-66,698,2964,6883,0,0,22529,1943,2556,5617,2962,0,0,0,2688,7871,0.43062618,0.760172144,0,0,5
Gail Goodrich,76832,1965-79,1031,7431,16300,0,0,33527,4319,5354,3279,4805,545,72,390,2775,19181,0.455889571,0.806686589,0,0,5
Cliff Hagan,76912,1956-66,745,5239,11630,0,0,21731,2969,3722,5116,2242,0,0,0,2388,13447,0.450472915,0.797689414,0,0,5
Tim Hardaway,896,1989-03,1015,6285,14688,1803,5078,34762,2869,3665,3208,8013,1617,156,2827,2337,17242,0.427900327,0.782810368,0.355061048,0,5
Al Horford,201143,2007-24,1078,5867,11439,862,2275,34259,1571,2066,8575,3501,830,1249,1523,2335,14167,0.512894484,0.760406583,0.378901099,0,5
Dennis Johnson,77141,1976-90,1100,5832,13100,80,464,35954,3791,4754,4249,5499,1477,675,2448,3087,15535,0.44519084,0.79743374,0.172413793,0,5
Gus Johnson,77150,1963-73,581,4126,9383,0,0,20140,1692,2420,7379,1541,0,0,0,2037,9944,0.439731429,0.699173554,0,0,5
Marques Johnson,77160,1977-90,691,5733,11065,14,92,23694,2412,3265,4817,2502,888,525,1627,1766,13892,0.518120199,0.738744257,0.152173913,0,5
Sam Jones,77196,1957-69,871,6271,13745,0,0,24285,2869,3572,4305,2209,0,0,0,1735,15411,0.456238632,0.803191489,0,0,5
Rudy LaRusso,77340,1959-69,736,4102,9521,0,0,24487,3303,4308,6936,1556,0,0,0,2553,11507,0.430837097,0.766713092,0,0,5
Kevin Love,201567,2008-24,991,5198,11893,1749,4771,28493,3663,4414,9802,2266,578,376,1735,1917,15808,0.437063819,0.829859538,0.366589813,0,5
